GENE_SYMBOL	NAME	COSMIC_GENE_ID	CHROMOSOME	GENOME_START	GENOME_STOP	CHR_BAND	SOMATIC	GERMLINE	TUMOUR_TYPES_SOMATIC	TUMOUR_TYPES_GERMLINE	CANCER_SYNDROME	TISSUE_TYPE	MOLECULAR_GENETICS	ROLE_IN_CANCER	MUTATION_TYPES	TRANSLOCATION_PARTNER	OTHER_GERMLINE_MUT	OTHER_SYNDROME	TIER	SYNONYMS
MUTYH	mutY DNA glycosylase	COSG107077	1	45329163	45340470	1p34.1	n	y		colorectal	adenomatous polyposis coli	E	Rec	TSG	Mis		n		1	MUTYH,ENSG00000132781.17,Q9UIF7,4595,MYH
MYB	MYB proto-oncogene, transcription factor	COSG76382	6	135181315	135219173	6q23.3	y	n	adenoid cystic carcinoma			E	Dom	oncogene, fusion	T	NFIB	n		1	MYB,ENSG00000118513.18,P10242,4602,c-myb
MYC	MYC proto-oncogene, bHLH transcription factor	COSG111896	8	127735434	127741434	8q24.21	y	n	Burkitt lymphoma, amplified in other cancers, B-CLL			L, E	Dom	oncogene, fusion	A, T	IGK, BCL5, BCL7A , BTG1, TRA, IGH	n		1	MYC,ENSG00000136997.17,4609,MYCC,bHLHe39,c-Myc
MYCL	MYCL proto-oncogene, bHLH transcription factor	COSG62582	1	39895426	39902256	1p34.2	y	n	small cell lung carcinoma			E	Dom	oncogene	A		n		1	MYCL,ENSG00000116990.10,P12524,4610,LMYC,bHLHe38
MYCN	MYCN proto-oncogene, bHLH transcription factor	COSG83025	2	15940564	15947007	2p24.3	y	n	neuroblastoma, Wilms tumour			O	Dom	oncogene	A, Mis		y	Feingold syndrome 1	1	MYCN,ENSG00000134323.11,P04198,4613,MYCNOT,N-myc,bHLHe37
MYD88	MYD88, innate immune signal transduction adaptor	COSG74574	3	38138478	38143022	3p22.2	y	n	ABC-DLBCL			L	Dom	oncogene	Mis		n		1	MYD88,ENSG00000172936.12,4615
MYH11	myosin heavy chain 11	COSG71408	16	15703172	15857033	16p13.11	y	n	AML			L	Dom	fusion	T	CBFB	n		1	MYH11,ENSG00000133392.17,P35749,4629,SMHC,SMMHC
MYH9	myosin heavy chain 9	COSG99603	22	36281277	36388067	22q12.3	y	n	ALCL			L	Dom	TSG, fusion	T	ALK	y	Deafness, autosomal dominant 17, Epstein syndrome, Fechtner syndrome, May-Hegglin anomaly, Sebastian syndrome	1	MYH9,ENSG00000100345.21,P35579,4627,EPSTS,FTNS,MHA,NMHC-II-A,NMMHCA
MYO5A	myosin VA	COSG82675	15	52307283	52529050	15q21.2	y	n	Spitzoid tumour			E	Dom	fusion	T	ROS1	y	Griscelli syndrome	1	MYO5A,ENSG00000197535.14,Q9Y4I1,4644,GS1,MYO5,MYR12
MYOD1	myogenic differentiation 1	COSG76774	11	17719568	17722131	11p15.1	y	n	embryonal rhabdomyosarcoma			M	Dom	oncogene	Mis		n		1	MYOD1,ENSG00000129152.3,P15172,4654,MYOD,PUM,bHLHc1
N4BP2	NEDD4 binding protein 2	COSG74686	4	40056826	40158252	4p14	y	n	lung cancer			E		TSG	D		n		2	N4BP2,ENSG00000078177.13,Q86UW6,55728,B3BP
NAB2	NGFI-A binding protein 2	COSG115963	12	57088894	57095476	12q13.3	y	n	solitary fibrous tumour, meningeal haemangiopericytoma			M, O	Dom	TSG, fusion	T	STAT6	n		1	NAB2,ENSG00000166886.12,Q15742,4665,MADER
NACA	nascent polypeptide associated complex subunit alpha	COSG63264	12	56712428	56731628	12q13.3	y	n	NHL			L	Dom	fusion	T	BCL6	n		2	NACA,ENSG00000196531.10,E9PAV3,4666,NACA1
NBEA	neurobeachin	COSG78133	13	34942287	35673022	13q13.3	y	n	large intestine carcinoma, multiple myeloma			E, L			F, T	PVT1	n		2	NBEA,ENSG00000172915.18,Q8NFP9,26960,BCL8B,FLJ10197,KIAA1544,LYST2
NBN	nibrin	COSG81202	8	89933336	90003228	8q21.3	n	y		NHL, glioma, medulloblastoma, rhabdomyosarcoma	Nijmegen breakage syndrome	L, E, M, O	Rec	TSG	Mis, N, F		n		1	NBN,ENSG00000104320.13,O60934,4683,AT-V1,AT-V2,ATV
NCKIPSD	NCK interacting protein with SH3 domain	COSG97371	3	48673844	48686364	3p21.31	y	n	ALL			L	Dom	fusion	T	KMT2A	n		2	NCKIPSD,ENSG00000213672.7,Q9NZQ3,51517,AF3P21,DIP1,ORF1,SPIN90,WASLBP,WISH
NCOA1	nuclear receptor coactivator 1	COSG74320	2	24491914	24770702	2p23.3	y	n	alveolar rhabdomyosarcoma			M	Dom	fusion	T	PAX3	n		1	NCOA1,ENSG00000084676.15,Q15788,8648,F-SRC-1,KAT13A,NCoA-1,RIP160,SRC1,bHLHe74
NCOA2	nuclear receptor coactivator 2	COSG79853	8	70109762	70403805	8q13.3	y	n	AML, chondrosarcoma, rhabdomyosarcoma			L, M	Dom	oncogene, fusion	T	KAT6A, HEY1	n		1	NCOA2,ENSG00000140396.12,Q15596,10499,GRIP1,KAT13C,NCoA-2,TIF2,bHLHe75
NCOA4	nuclear receptor coactivator 4	COSG112601	10	46005088	46030714	10q11.22	y	n	papillary thyroid			E	Dom	TSG, fusion	T	RET	n		1	NCOA4,ENSG00000266412.5,Q13772,8031,ARA70,DKFZp762E1112,ELE1,PTC3,RFG
NCOR1	nuclear receptor corepressor 1	COSG82654	17	16029157	16218185	17p12	y	n	breast			E	Rec	TSG	Mis, F, N, O		y	Ulnar-mammary syndrome	1	NCOR1,ENSG00000141027.20,O75376,9611,KIAA1047,MGC104216,N-CoR,PPP1R109,TRAC1,hCIT529I10,hN-CoR
NCOR2	nuclear receptor corepressor 2	COSG59133	12	124324415	124567589	12q24.31	y	n	prostate			E	Dom	TSG	Mis, F, N, O		n		1	NCOR2,ENSG00000196498.13,9612,CTG26,SMRT,SMRTE,TNRC14,TRAC-1
NDRG1	N-myc downstream regulated 1	COSG109165	8	133237171	133302022	8q24.22	y	n	prostate			E	Dom	TSG, fusion	T	ERG	n		1	NDRG1,ENSG00000104419.14,Q92597,10397,DRG1,NDR1,RTP,TDD5
NF1	neurofibromin 1	COSG113820	17	31094927	31382116	17q11.2	y	y	neurofibroma, glioma	neurofibroma, glioma	neurofibromatosis type 1	O	Rec	TSG, fusion	D, Mis, N, F, S, O, T		n		1	NF1,ENSG00000196712.17,P21359,4763
NF2	neurofibromin 2	COSG66613	22	29603556	29698598	22q12.2	y	y	meningioma, acoustic neuroma, renal	meningioma, acoustic neuroma	neurofibromatosis type 2	O	Rec	TSG	D, Mis, N, F, S, O		n		1	NF2,ENSG00000186575.17,P35240,4771,ACN,BANF,SCH,merlin
NFATC2	nuclear factor of activated T cells 2	COSG102348	20	51386957	51562831	20q13.2	y	n	Ewing sarcoma			M	Dom	oncogene, fusion	T	EWSR1	n		1	NFATC2,ENSG00000101096.19,Q13469,4773,NF-ATP,NFAT1,NFATp
NFE2L2	nuclear factor, erythroid 2 like 2	COSG108145	2	177227595	177392697	2q31.2	y	n	NSCLC, HNSCC			E	Dom	oncogene, TSG	Mis		n		1	NFE2L2,ENSG00000116044.15,Q16236,4780,NRF2
NFIB	nuclear factor I B	COSG89976	9	14081843	14398983	9p23	y	n	adenoid cystic carcinoma, lipoma			E	Dom	fusion	T	MYB, HGMA2	n		1	NFIB,ENSG00000147862.16,O00712,4781,NFI-RED,NFIB2,NFIB3
NFKB2	nuclear factor kappa B subunit 2	COSG64880	10	102394110	102402529	10q24.32	y	n	B-NHL			L	Dom	oncogene, TSG, fusion	T	IGH	n		1	NFKB2,ENSG00000077150.18,Q00653,4791,LYT-10,NF-kB2,p105,p49/p100,p52
NFKBIE	NFKB inhibitor epsilon	COSG91546	6	44258166	44265788	6p21.1	y	n	CLL, desmoplastic melanoma			L, E	Dom/Rec	TSG	F, Mis		n		1	NFKBIE,ENSG00000146232.16,O00221,4794,IKBE
NIN	ninein	COSG85374	14	50719763	50831121	14q22.1	y	n	MPN			L	Dom	fusion	T	PDGFRB	n		1	NIN,ENSG00000100503.23,Q8N4C6,51199
NKX2-1	NK2 homeobox 1	COSG92746	14	36516392	36521149	14q13.3	y	n	NSCLC			E	Dom	oncogene, TSG	A		n		1	NKX2-1,ENSG00000136352.17,P43699,7080,TTF-1,TTF1
NONO	non-POU domain containing octamer binding	COSG106782	X	71283192	71301168	Xq13.1	y	n	papillary renal			E	Dom	fusion	T	TFE3	n		1	NONO,ENSG00000147140.15,Q15233,4841,NMT55,NRB54,P54,P54NRB,PPP1R114
NOTCH1	notch 1	COSG79338	9	136494433	136545786	9q34.3	y	n	T-ALL, breast, bladder, skin SCC, lung SCC, head and neck SCC			L, E	Dom/Rec	oncogene, TSG, fusion	T, Mis, O	TRB, SEC16A, GABBR2	n		1	NOTCH1,ENSG00000148400.10,P46531,4851
NOTCH2	notch 2	COSG91716	1	119911553	120069626	1p12	y	n	marginal zone lymphoma, DLBCL, bladder			L, E	Dom/Rec	oncogene, TSG	N, F, Mis		y	Hajdu-Cheney syndrome, serpentine fibula-polycystic kidney syndrome	1	NOTCH2,ENSG00000134250.19,Q04721,4853
NPM1	nucleophosmin 1	COSG103724	5	171387116	171411137	5q35.1	y	n	NHL, APL, AML			L	Dom	oncogene, fusion	T, F	ALK, RARA, MLF1	n		1	NPM1,ENSG00000181163.13,P06748,4869,B23,NPM
NR2F2	nuclear receptor subfamily 2 group F member 2	COSG60087	15	96325938	96340263	15q26.2	y	n	endometrioid carcinoma, soft-tissue sarcoma			E, M			A, Mis, O		n		2	NR2F2,ENSG00000185551.14,P24468,7026,COUP-TFII,COUPTF2,COUPTFB,NF-E3,SVP40
NR4A3	nuclear receptor subfamily 4 group A member 3	COSG89778	9	99821855	99866891	9q31.1	y	n	extraskeletal myxoid chondrosarcoma			M	Dom	oncogene, fusion	T	EWSR1, TAF15, TCF12, TFG	n		1	NR4A3,ENSG00000119508.17,Q92570,8013,CHN,CSMF,MINOR,NOR1
NRAS	NRAS proto-oncogene, GTPase	COSG95814	1	114704469	114716894	1p13.2	y	n	melanoma, MM, AML, thyroid			L, E	Dom	oncogene	Mis		n		1	NRAS,ENSG00000213281.4,P01111,4893,N-ras
NRG1	neuregulin 1	COSG74798	8	31639386	32767959	8p12	y	n	NSCLC			E	Dom	TSG, fusion	T	CD74	n		1	NRG1,ENSG00000157168.18,Q02297,3084,GGF,HRG,NDF
NSD1	nuclear receptor binding SET domain protein 1	COSG113851	5	177133025	177300215	5q35.3	y	n	AML			L	Dom	fusion	T	NUP98	y	Sotos Syndrome	1	NSD1,ENSG00000165671.20,Q96L73,64324,ARA267,FLJ22263,KMT3B
NSD2	nuclear receptor binding SET domain protein 2	COSG91695	4	1871424	1982207	4p16.3	y	n	MM			L	Dom	oncogene, fusion	T	IGH	n		1	NSD2,ENSG00000109685.17,O96028,7468,KMT3G,MMSET
NSD3	nuclear receptor binding SET domain protein 3	COSG105269	8	38269697	38382272	8p11.23	y	n	AML			L	Dom	oncogene, fusion	T, A	NUP98	n		1	NSD3,ENSG00000147548.16,Q9BZ95,54904,FLJ20353,KMT3F,WHISTLE
NT5C2	5'-nucleotidase, cytosolic II	COSG109595	10	103088017	103193306	10q24.33	y	n	relapse ALL			L	Dom	oncogene	Mis		y	Spastic paraplegia-45	1	NT5C2,ENSG00000076685.18,P49902,22978,GMP,PNT5,SPG65,cN-II
NTHL1	nth like DNA glycosylase 1	COSG76849	16	2039815	2047866	16p13.3	n	y		CRC	Familial adenomatous polyposis	E		TSG	N, S		n		2	NTHL1,ENSG00000065057.7,P78549,4913,NTH1,OCTS3
NTRK1	neurotrophic receptor tyrosine kinase 1	COSG99947	1	156815640	156881850	1q23.1	y	n	papillary thyroid, Spitzoid tumour			E	Dom	oncogene, TSG, fusion	T, A	TPM3, TPR, TFG, TP53, LMNA	n		1	NTRK1,ENSG00000198400.11,P04629,4914,MTC,TRK,TRKA
NTRK2	neurotrophic receptor tyrosine kinase 2	COSG88009	9	84668551	85027070	9q21.33	y	n	colorectal cancer, ganglioglioma, glioma, HNSCC, lung adenocarcinoma			E, O		oncogene, fusion	T, Mis	AFAP1, AGBL4, BCR, MUC2, NACC2, PAN3, QK1, SLMAP, SQSTM1, TRIM24, VCL	n		1	NTRK2,ENSG00000148053.15,Q16620,4915,TRKB
NTRK3	neurotrophic receptor tyrosine kinase 3	COSG72654	15	87859751	88256768	15q25.3	y	n	congenital fibrosarcoma, secretory breast			E, M	Dom	oncogene, fusion	T	ETV6	n		1	NTRK3,ENSG00000140538.16,Q16288,4916,TRKC
NUMA1	nuclear mitotic apparatus protein 1	COSG96943	11	72002864	72080693	11q13.4	y	n	APL			L	Dom	fusion	T	RARA	n		1	NUMA1,ENSG00000137497.17,Q14980,4926
NUP214	nucleoporin 214	COSG89278	9	131125561	131234670	9q34.13	y	n	AML, T-ALL			L	Dom	fusion	T	DEK, SET, ABL1	n		1	NUP214,ENSG00000126883.16,P35658,8021,CAIN,CAN,D9S46E,N214
NUP98	nucleoporin 98	COSG101334	11	3671083	3797792	11p15.4	y	n	AML			L	Dom	oncogene, fusion	T	HOXA9, NSD1, WHSC1L1, DDX10, TOP1, HOXD13, PRRX1, HOXA13, HOXD11, HOXA11, RAP1GDS1, HOXC11	n		1	NUP98,ENSG00000110713.15,P52948,4928,NUP96
NUTM1	NUT midline carcinoma family member 1	COSG103408	15	34343315	34357737	15q14	y	n	lethal midline carcinoma			E	Dom	oncogene, fusion	T	BRD3, BRD4	n		1	NUTM1,ENSG00000184507.15,Q86Y26,256646,DKFZp434O192,FAM22H,NUT
NUTM2B	NUT family member 2B	COSG100150	10	79703227	79714681	10q22.3	y	n	endometrial stromal sarcoma			M	Dom	fusion	T	YWHAE	n		1	NUTM2B,ENSG00000188199.10,A6NNL0,729262,bA119F19.1
NUTM2D	NUT family member 2D	COSG61484	10	87357668	87370695	10q23.2	y	n	endometrial stromal sarcoma			M	Dom	fusion	T	YWHAE	n		1	NUTM2D,ENSG00000214562.14,Q5VT03,728130
OLIG2	oligodendrocyte transcription factor 2	COSG58216	21	33025845	33029196	21q22.11	y	n	T-ALL			L	Dom	oncogene, fusion	T	TRA	n		1	OLIG2,ENSG00000205927.4,Q13516,10215,OLIGO2,RACK17,bHLHe19
OMD	osteomodulin	COSG113070	9	92414245	92424461	9q22.31	y	n	aneurysmal bone cyst			M	Dom	fusion	T	USP6	n		2	OMD,ENSG00000127083.7,Q99983,4958,SLRR2C,osteoadherin
P2RY8	P2Y receptor family member 8	COSG63457	X	1462572	1537107	Xp22.33	y	n	B-ALL, Down syndrome associated ALL			L	Dom	oncogene, fusion	T	CRLF2	n		1	P2RY8,ENSG00000182162.10,Q86VZ1,286530,P2Y8
PABPC1	poly(A) binding protein cytoplasmic 1	COSG65621	8	100685816	100722809	8q22.3	y	n	HNSCC, biliary tract carcinoma			E		oncogene, TSG	Mis, F		n		2	PABPC1,ENSG00000070756.15,P11940,26986,PABP1,PABPL1
PAFAH1B2	platelet activating factor acetylhydrolase 1b catalytic subunit 2	COSG80684	11	117144267	117176894	11q23.3	y	n	MLCLS			L	Dom	fusion	T	IGH	n		1	PAFAH1B2,ENSG00000168092.13,P68402,5049
PALB2	partner and localizer of BRCA2	COSG88841	16	23603160	23641310	16p12.2	n	y		Wilms tumour, medulloblastoma, AML ,breast	Fanconi anaemia N, breast cancer susceptibility	L, O, E	Rec	TSG	F, N, Mis		n		1	PALB2,ENSG00000083093.9,Q86YC2,79728,FANCN,FLJ21816
PATZ1	POZ/BTB and AT hook containing zinc finger 1	COSG93407	22	31325804	31346232	22q12.2	y	n	Ewing sarcoma			M	Dom	TSG, fusion	T	EWSR1	n		1	PATZ1,ENSG00000100105.17,Q9HBE1,23598,MAZR,PATZ,RIAZ,ZBTB19,ZSG,dJ400N23
PAX3	paired box 3	COSG99941	2	222199888	222298996	2q36.1	y	n	alveolar rhabdomyosarcoma			M	Dom	oncogene, fusion	T	FOXO1, NCOA1, NCOA2	y	Waardenburg syndrome; craniofacial-deafness-hand syndrome	1	PAX3,ENSG00000135903.19,P23760,5077,HUP2
PAX5	paired box 5	COSG90817	9	36833275	37034185	9p13.2	y	n	NHL, ALL, B-ALL			L	Dom	oncogene, TSG, fusion	T, Mis, D, F, S	IGH, ETV6, PML, FOXP1, ZNF521, ELN	n		1	PAX5,ENSG00000196092.12,Q02548,5079,BSAP
PAX7	paired box 7	COSG77467	1	18631006	18748866	1p36.13	y	n	alveolar rhabdomyosarcoma			M	Dom	fusion	T	FOXO1	n		1	PAX7,ENSG00000009709.11,P23759,5081,Hup1
PAX8	paired box 8	COSG64987	2	113215997	113278950	2q14.1	y	n	follicular thyroid			E	Dom	fusion	T	PPARG	y	Thyroid dysgenesis	1	PAX8,ENSG00000125618.16,Q06710,7849
PBRM1	polybromo 1	COSG76325	3	52545352	52685917	3p21.1	y	n	clear cell renal carcinoma, breast			E	Rec	TSG	Mis, N, F, S, D, O		n		1	PBRM1,ENSG00000163939.18,Q86U86,55193,BAF180,PB1
PBX1	PBX homeobox 1	COSG64184	1	164555584	164899296	1q23.3	y	n	pre B-ALL, myoepithelioma			L, M	Dom	oncogene, fusion	T	TCF3, EWSR1	n		1	PBX1,ENSG00000185630.18,P40424,5087
PCBP1	poly(rC) binding protein 1	COSG91935	2	70087454	70089203	2p13.3	y	n	CRC			E			Mis		n		2	PCBP1,ENSG00000169564.6,Q15365,5093,HNRPE1,HNRPX,hnRNP-E1,hnRNP-X
PCM1	pericentriolar material 1	COSG110669	8	17922840	18029944	8p22	y	n	papillary thyroid, CML, MPN			E, L	Dom	fusion	T	RET, JAK2	n		1	PCM1,ENSG00000078674.17,Q15154,5108,PTC4
PDCD1LG2	programmed cell death 1 ligand 2	COSG62946	9	5510570	5571254	9p24.1	y	n	PMBL, Hodgkin lymphoma			L	Dom	oncogene, fusion	T	CIITA	n		1	PDCD1LG2,ENSG00000197646.7,Q9BQ51,80380,B7-DC,Btdc,CD273,PD-L2,PDL2,bA574F11.2
PDE4DIP	phosphodiesterase 4D interacting protein	COSG70412	1	148808181	149048286	1q21.2	y	n	MPN			L	Dom	fusion	T	PDGFRB	n		1	PDE4DIP,ENSG00000178104.19,Q5VU43,9659,KIAA0454,KIAA0477,MMGL
PDGFB	platelet derived growth factor subunit B	COSG86049	22	39223359	39244751	22q13.1	y	n	DFSP			M	Dom	oncogene, fusion	T	COL1A1	n		1	PDGFB,ENSG00000100311.16,P01127,5155,SSV
PDGFRA	platelet derived growth factor receptor alpha	COSG95745	4	54229097	54298247	4q12	y	y	GIST, idiopathic hypereosinophilic syndrome, paediatric glioblastoma	GIST	familial gastrointestinal stromal tumour	L, M, O	Dom	oncogene, fusion	Mis, O, T	FIP1L1	n		1	PDGFRA,ENSG00000134853.11,P16234,5156,CD140a,GAS9,PDGFR2
PDGFRB	platelet derived growth factor receptor beta	COSG64110	5	150113837	150155872	5q32	y	n	MPN, AML, CMML, CML			L	Dom	oncogene, fusion	T	ETV6, TRIP11, HIP1, RABEP1, H4, NIN, SPECC1, PDE4DIP	n		1	PDGFRB,ENSG00000113721.13,P09619,5159,CD140b,JTK12,PDGFR1
PER1	period circadian regulator 1	COSG77832	17	8140472	8156506	17p13.1	y	n	AML, CMML			L	Dom	TSG, fusion	T	ETV6	n		1	PER1,ENSG00000179094.15,O15534,5187,RIGUI
PHF6	PHD finger protein 6	COSG104198	X	134373253	134428791	Xq26.2	y	n	ETP ALL			L	Rec	TSG	F, N, S, Mis		y	Boerjeson-Forssman-Lehmann syndrome	1	PHF6,ENSG00000156531.16,Q8IWS0,84295,CENP-31,KIAA1823,MGC14797
PHOX2B	paired like homeobox 2B	COSG85171	4	41744082	41748970	4p13	y	y	neuroblastoma	neuroblastoma	familial neuroblastoma	O	Rec	TSG	Mis, F		y	Congenital central hypoventilation syndrome	1	PHOX2B,ENSG00000109132.6,Q99453,8929,NBPhox,Phox2b
PICALM	phosphatidylinositol binding clathrin assembly protein	COSG93214	11	85957684	86069882	11q14.2	y	n	T-ALL, AML			L	Dom	fusion	T	MLLT10, KMT2A	n		1	PICALM,ENSG00000073921.17,Q13492,8301,CALM,CLTH
PIK3CA	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha	COSG95525	3	179148114	179240093	3q26.32	y	n	colorectal, gastric, glioblastoma, breast			E, O	Dom	oncogene	Mis		n		1	PIK3CA,ENSG00000121879.4,P42336,5290,PI3K
PIK3CB	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta	COSG82958	3	138652699	138834938	3q22.3	y	n	SCC, NSCLC			E		oncogene	Mis		n		1	PIK3CB,ENSG00000051382.8,P42338,5291
PIK3R1	phosphoinositide-3-kinase regulatory subunit 1	COSG108408	5	68215720	68301821	5q13.1	y	n	glioblastoma, ovarian, colorectal			E, O	Rec	TSG	Mis, F, O		n		1	PIK3R1,ENSG00000145675.14,P27986,5295,GRB1,p85,p85-ALPHA
PIK3R2	phosphoinositide-3-kinase regulatory subunit 2	COSG111839	19	18153118	18170540	19p13.11	y	n	ovarian carcinoma			E		oncogene	A, Mis, F		y	Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 1	2	PIK3R2,ENSG00000105647.16,O00459,5296,P85B,p85
PIK3R3	phosphoinositide-3-kinase regulatory subunit 3	COSG112760	1	46040140	46133036	1p34.1	y	n	epithelial ovarian cancer, glioblastoma, pancreatic ductal adenocarcinoma			E, O			A, D, F, Mis		n		2	PIK3R3,ENSG00000117461.14,Q92569,8503,p55
PIM1	Pim-1 proto-oncogene, serine/threonine kinase	COSG108733	6	37170203	37175426	6p21.2	y	n	NHL			L	Dom	oncogene, fusion	T, Mis	BCL6	n		1	PIM1,ENSG00000137193.13,P11309,5292
PLAG1	PLAG1 zinc finger	COSG90949	8	56160904	56211324	8q12.1	y	n	salivary adenoma, lipoblastoma			E	Dom	oncogene, fusion	T	TCEA1, LIFR, CTNNB1, CHCHD7, COL1A2, HAS2	n		1	PLAG1,ENSG00000181690.7,Q6DJT9,5324,ZNF912
PLCG1	phospholipase C gamma 1	COSG115578	20	41136960	41196801	20q12	y	n	angiosarcoma			E	Dom	oncogene, fusion	Mis, T		n		1	PLCG1,ENSG00000124181.14,P19174,5335,NCKAP3,PLC-II,PLC148,PLCgamma1
PLEC	plectin	COSG69599	8	143915147	143976734	8q24.3	y	n	breast carcinoma			E		fusion	T	ENPP2	n		2	PLEC,ENSG00000178209.14,Q15149,5339,PCN,PLTN
PML	promyelocytic leukemia	COSG62005	15	73994673	74047812	15q24.1	y	n	APL, ALL			L	Dom	TSG, fusion	T	RARA, PAX5	n		1	PML,ENSG00000140464.19,P29590,5371,MYL,RNF71,TRIM19
PMS1	PMS1 homolog 1, mismatch repair system component	COSG101002	2	189784085	189877629	2q32.2	n	y		colorectal, endometrial, ovarian	hereditary non-polyposis colorectal cancer	E	Rec		Mis, N		n		2	PMS1,ENSG00000064933.17,P54277,5378,MLH2
PMS2	PMS1 homolog 2, mismatch repair system component	COSG60293	7	5973239	6009125	7p22.1	n	y		colorectal, endometrial, ovarian, medulloblastoma, glioma	hereditary non-polyposis colorectal cancer, Turcot syndrome	E	Rec	TSG	Mis, N, F		n		1	PMS2,ENSG00000122512.15,P54278,5395,HNPCC4,H_DJ0042M02.9,MLH4
POLD1	DNA polymerase delta 1, catalytic subunit	COSG73728	19	50384204	50418016	19q13.33	y	y	CRC	CRC	Lynch syndrome	E		TSG	Mis		n		1	POLD1,ENSG00000062822.13,5424,CDC2
POLE	DNA polymerase epsilon, catalytic subunit	COSG102542	12	132623753	132687365	12q24.33	y	y	colorectal carcinoma, endometrioid carcinoma, stomach carcinoma, skin cancer	colorectal cancer susceptibility		E	Rec	TSG	Mis		y	FILS syndrome	1	POLE,ENSG00000177084.16,Q07864,5426,POLE1
POLG	DNA polymerase gamma, catalytic subunit	COSG75256	15	89305198	89334861	15q26.1	y	n	CRC			E		TSG	N, O		y	mitochondrial DNA depletion syndrome	2	POLG,ENSG00000140521.12,P54098,5428,POLG1,POLGA
POLQ	DNA polymerase theta	COSG60282	3	121431427	121546641	3q13.33	y	y	oral SCC	breast cancer		E		oncogene, TSG	Mis		n		1	POLQ,ENSG00000051341.13,O75417,10721,POLH
POLR2A	RNA polymerase II subunit A	COSG86798	17	7484366	7514616	17p13.1	y	n	meningioma			O			Mis, O		n	Neurodevelopmental syndrome with hypotonia	2	POLR2A,ENSG00000181222.15,P24928,5430,POLRA,RPB1
POT1	protection of telomeres 1	COSG80008	7	124822386	124929983	7q31.33	y	n	CLL			L	Dom	TSG	Mis, N		n		1	POT1,ENSG00000128513.14,Q9NUX5,25913,DKFZp586D211,hPot1
POU2AF1	POU class 2 associating factor 1	COSG103372	11	111352252	111455630	11q23.1	y	n	NHL			L	Dom	oncogene, fusion	T	BCL6	n		1	POU2AF1,ENSG00000110777.11,Q16633,5450,BOB1,OBF1
POU5F1	POU class 5 homeobox 1	COSG82677	6	31164337	31180731	6p21.33	y	n	sarcoma			M	Dom	oncogene, fusion	T	EWSR1	n		1	POU5F1,ENSG00000204531.17,Q01860,5460,MGC22487,OCT3,Oct4
PPARG	peroxisome proliferator activated receptor gamma	COSG111010	3	12287368	12434356	3p25.2	y	n	follicular thyroid			E	Dom	TSG, fusion	T	PAX8	y	Insulin resistance ; lipodystrophy, familial partial L;diabetes mellitus, insulin-resistantI, with acanthosis nigricans and hypertension	1	PPARG,ENSG00000132170.20,P37231,5468,NR1C3,PPARG1,PPARG2,PPARgamma
PPFIBP1	PPFIA binding protein 1	COSG71462	12	27523431	27695564	12p11.23	y	n	Spitzoid tumour, inflammatory myofibroblastic tumour			E, M	Dom	fusion	T	ROS1, ALK	n		1	PPFIBP1,ENSG00000110841.13,Q86W92,8496,L2,SGT2,hSGT2,hSgt2p
PPM1D	protein phosphatase, Mg2+/Mn2+ dependent 1D	COSG59012	17	60600183	60666280	17q23.2	y	n	glioma, ovarian cancer, breast cancer			E	Dom	oncogene	A, Mis, N, F		n		1	PPM1D,ENSG00000170836.11,O15297,8493,PP2C-DELTA,Wip1
PPP2R1A	protein phosphatase 2 scaffold subunit Aalpha	COSG92966	19	52190039	52229533	19q13.41	y	n	clear cell ovarian carcinoma			E	Dom	TSG	Mis		n		1	PPP2R1A,ENSG00000105568.17,P30153,5518,PP2A-Aalpha,PP2AA,PR65A
PPP6C	protein phosphatase 6 catalytic subunit	COSG91311	9	125146573	125189939	9q33.3	y	n	melanoma			E	Dom	TSG	Mis, N		n		1	PPP6C,ENSG00000119414.11,O00743,5537,PP6
PRCC	proline rich mitotic checkpoint control factor	COSG63162	1	156750610	156800817	1q23.1	y	n	papillary renal			E	Dom	fusion	T	TFE3	n		1	PRCC,ENSG00000143294.14,Q92733,5546,RCCP1
PRDM1	PR/SET domain 1	COSG106092	6	106086320	106109939	6q21	y	n	DLBCL			L	Rec	TSG	D, N, Mis, F, S		n		1	PRDM1,ENSG00000057657.15,O75626,639,PRDI-BF1
PRDM16	PR/SET domain 16	COSG80881	1	3069168	3438621	1p36.32	y	n	MDS, AML			L	Dom	oncogene, fusion	T	MECOM	n		1	PRDM16,ENSG00000142611.16,Q9HAZ2,63976,KIAA1675,KMT8F,MEL1,MGC166915,PFM13
PRDM2	PR/SET domain 2	COSG82063	1	13700198	13825079	1p36.21	y	n	glioma, colon adenocarcinoma, gastric carcinoma, ovarian carcinoma, HNSCC			E, O		TSG	O, F		n		2	PRDM2,ENSG00000116731.22,Q13029,7799,HUMHOXY1,KMT8,KMT8A,MTB-ZF,RIZ,RIZ1,RIZ2
